order_id,"Customer Name",Segment,Region,Category,Sub-Category,Sales,Quantity,Profit,Discount,profit_margin,order_date_clean,ship_date_clean,order_year,order_month
CA-2014-105893,"Pete Kriz",Consumer,Central,"Office Supplies",Storage,665.88,6,13.3176,0,2,2014-11-11,2014-11-18,2014,11
CA-2014-167164,"Alejandro Grove",Consumer,West,"Office Supplies",Storage,55.5,2,9.99,0,18,2014-05-13,2014-05-15,2014,5
CA-2014-143336,"Zuschuss Donatelli",Consumer,West,"Office Supplies",Art,8.56,2,2.4824,0,28.999999999999996,2014-08-27,2014-01-09,2014,8
CA-2014-143336,"Zuschuss Donatelli",Consumer,West,Technology,Phones,213.48,3,16.011,0.2,7.5,2014-08-27,2014-01-09,2014,8
CA-2014-143336,"Zuschuss Donatelli",Consumer,West,"Office Supplies",Binders,22.72,4,7.384,0.2,32.5,2014-08-27,2014-01-09,2014,8
CA-2016-137330,"Ken Black",Corporate,Central,"Office Supplies",Art,19.46,7,5.0596,0,25.999999999999996,2016-09-12,2016-12-13,2016,9
CA-2016-137330,"Ken Black",Corporate,Central,"Office Supplies",Appliances,60.34,7,15.6884,0,25.999999999999996,2016-09-12,2016-12-13,2016,9
US-2017-156909,"Sandra Flanagan",Consumer,East,Furniture,Chairs,71.372,2,-1.0196,0.3,-1.4285714285714286,2017-07-16,2017-07-18,2017,7
CA-2015-106320,"Emily Burns",Consumer,West,Furniture,Tables,1044.63,3,240.2649,0,23,2015-09-25,2015-09-30,2015,9
CA-2016-121755,"Eric Hoffmann",Consumer,West,"Office Supplies",Binders,11.648,2,4.2224,0.2,36.25000000000001,2016-01-16,2016-01-20,2016,1
CA-2016-121755,"Eric Hoffmann",Consumer,West,Technology,Accessories,90.57,3,11.7741,0,13,2016-01-16,2016-01-20,2016,1
US-2015-150630,"Tracy Blumstein",Consumer,East,Furniture,Bookcases,3083.43,7,-1665.0522,0.5,-54,2015-09-17,2015-09-21,2015,9
US-2015-150630,"Tracy Blumstein",Consumer,East,"Office Supplies",Binders,9.618,2,-7.0532,0.7,-73.33333333333334,2015-09-17,2015-09-21,2015,9
US-2015-150630,"Tracy Blumstein",Consumer,East,Furniture,Furnishings,124.2,3,15.525,0.2,12.5,2015-09-17,2015-09-21,2015,9
US-2015-150630,"Tracy Blumstein",Consumer,East,"Office Supplies",Envelopes,3.264,2,1.1016,0.2,33.75,2015-09-17,2015-09-21,2015,9
US-2015-150630,"Tracy Blumstein",Consumer,East,"Office Supplies",Art,86.304,6,9.7092,0.2,11.249999999999998,2015-09-17,2015-09-21,2015,9
US-2015-150630,"Tracy Blumstein",Consumer,East,"Office Supplies",Art,15.76,2,3.546,0.2,22.499999999999996,2015-09-17,2015-09-21,2015,9
CA-2017-107727,"Matt Abelman","Home Office",Central,"Office Supplies",Paper,29.472,3,9.9468,0.2,33.75,2017-10-19,2017-10-23,2017,10
CA-2016-117590,"Gene Hale",Corporate,Central,Technology,Phones,1097.544,7,123.4737,0.2,11.249999999999998,2016-08-12,2016-10-12,2016,8
CA-2016-117590,"Gene Hale",Corporate,Central,Furniture,Furnishings,190.92,5,-147.963,0.6,-77.5,2016-08-12,2016-10-12,2016,8
CA-2015-117415,"Steve Nguyen","Home Office",Central,"Office Supplies",Envelopes,113.328,9,35.415,0.2,31.25,2015-12-27,2015-12-31,2015,12
CA-2015-117415,"Steve Nguyen","Home Office",Central,Furniture,Bookcases,532.3992,3,-46.9764,0.32,-8.823529411764707,2015-12-27,2015-12-31,2015,12
CA-2015-117415,"Steve Nguyen","Home Office",Central,Furniture,Chairs,212.058,3,-15.147,0.3,-7.142857142857144,2015-12-27,2015-12-31,2015,12
CA-2015-117415,"Steve Nguyen","Home Office",Central,Technology,Phones,371.168,4,41.7564,0.2,11.25,2015-12-27,2015-12-31,2015,12
CA-2017-120999,"Linda Cazamias",Corporate,Central,Technology,Phones,147.168,4,16.5564,0.2,11.249999999999998,2017-10-09,2017-09-15,2017,10
CA-2016-101343,"Ruben Ausman",Corporate,West,"Office Supplies",Storage,77.88,2,3.894,0,5,2016-07-17,2016-07-22,2016,7
CA-2017-139619,"Erin Smith",Corporate,South,"Office Supplies",Storage,95.616,2,9.5616,0.2,10,2017-09-19,2017-09-23,2017,9
CA-2016-118255,"Odella Nelson",Corporate,Central,Technology,Accessories,45.98,2,19.7714,0,43.00000000000001,2016-11-03,2016-03-13,2016,11
CA-2016-118255,"Odella Nelson",Corporate,Central,"Office Supplies",Binders,17.46,2,8.2062,0,47,2016-11-03,2016-03-13,2016,11
CA-2014-146703,"Patrick O'Donnell",Consumer,Central,"Office Supplies",Storage,211.96,4,8.4784,0,4,2014-10-20,2014-10-25,2014,10
CA-2016-169194,"Lena Hernandez",Consumer,East,Technology,Accessories,45,3,4.95,0,11,2016-06-20,2016-06-25,2016,6
CA-2016-169194,"Lena Hernandez",Consumer,East,Technology,Phones,21.8,2,6.104,0,27.999999999999996,2016-06-20,2016-06-25,2016,6
CA-2015-115742,"Darren Powers",Consumer,Central,"Office Supplies",Binders,38.22,6,17.9634,0,47,2015-04-18,2015-04-22,2015,4
CA-2015-115742,"Darren Powers",Consumer,Central,"Office Supplies",Labels,75.18,6,35.3346,0,47,2015-04-18,2015-04-22,2015,4
CA-2015-115742,"Darren Powers",Consumer,Central,Furniture,Furnishings,6.16,2,2.9568,0,48,2015-04-18,2015-04-22,2015,4
CA-2015-115742,"Darren Powers",Consumer,Central,Furniture,Chairs,89.99,1,17.0981,0,19,2015-04-18,2015-04-22,2015,4
CA-2016-105816,"Janet Molinari",Corporate,East,"Office Supplies",Fasteners,15.26,7,6.2566,0,41,2016-11-12,2016-12-17,2016,11
CA-2016-105816,"Janet Molinari",Corporate,East,Technology,Phones,1029.95,5,298.6855,0,28.999999999999996,2016-11-12,2016-12-17,2016,11
CA-2016-111682,"Ted Butterfield",Consumer,East,"Office Supplies",Storage,208.56,6,52.14,0,25,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,"Office Supplies",Paper,32.4,5,15.552,0,48,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,Furniture,Chairs,319.41,5,7.098,0.1,2.222222222222222,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,"Office Supplies",Paper,14.56,2,6.9888,0,48,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,Technology,Accessories,30,2,3.3,0,11,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,"Office Supplies",Binders,48.48,4,16.362,0.2,33.75,2016-06-17,2016-06-18,2016,6
CA-2016-111682,"Ted Butterfield",Consumer,East,"Office Supplies",Art,1.68,1,0.84,0,50,2016-06-17,2016-06-18,2016,6
CA-2015-135545,"Kunst Miller",Consumer,West,Technology,Accessories,13.98,2,6.1512,0,44,2015-11-24,2015-11-30,2015,11
CA-2015-135545,"Kunst Miller",Consumer,West,"Office Supplies",Binders,25.824,6,9.3612,0.2,36.25,2015-11-24,2015-11-30,2015,11
CA-2015-135545,"Kunst Miller",Consumer,West,"Office Supplies",Paper,146.73,3,68.9631,0,47,2015-11-24,2015-11-30,2015,11
CA-2015-135545,"Kunst Miller",Consumer,West,Furniture,Furnishings,79.76,4,22.3328,0,27.999999999999996,2015-11-24,2015-11-30,2015,11
US-2015-164175,"Paul Stevenson","Home Office",Central,Furniture,Chairs,213.115,5,-15.2225,0.3,-7.142857142857142,2015-04-30,2015-05-05,2015,4
CA-2014-106376,"Brendan Sweed",Corporate,West,"Office Supplies",Art,1113.024,8,111.3024,0.2,10.000000000000002,2014-05-12,2014-10-12,2014,5
CA-2014-106376,"Brendan Sweed",Corporate,West,Technology,Phones,167.968,4,62.988,0.2,37.5,2014-05-12,2014-10-12,2014,5
CA-2016-119823,"Karen Daniels",Consumer,South,"Office Supplies",Paper,75.88,2,35.6636,0,47.00000000000001,2016-04-06,2016-06-06,2016,4
CA-2016-106075,"Henry MacAllister",Consumer,East,"Office Supplies",Binders,4.616,1,1.731,0.2,37.50000000000001,2016-09-18,2016-09-23,2016,9
CA-2017-114440,"Tracy Blumstein",Consumer,Central,"Office Supplies",Paper,19.05,3,8.763,0,46,2017-09-14,2017-09-17,2017,9
US-2015-134026,"Joel Eaton",Consumer,South,Furniture,Chairs,831.936,8,-114.3912,0.2,-13.749999999999998,2015-04-26,2015-02-05,2015,4
US-2015-134026,"Joel Eaton",Consumer,South,Furniture,Furnishings,97.04,2,1.213,0.2,1.25,2015-04-26,2015-02-05,2015,4
US-2015-134026,"Joel Eaton",Consumer,South,"Office Supplies",Storage,72.784,1,-18.196,0.2,-25,2015-04-26,2015-02-05,2015,4
US-2017-118038,"Ken Brennan",Corporate,Central,"Office Supplies",Storage,27.24,3,2.724,0.2,10.000000000000002,2017-09-12,2017-11-12,2017,9
US-2014-147606,"Joel Eaton",Consumer,Central,Furniture,Furnishings,19.3,5,-14.475,0.6,-75,2014-11-26,2014-01-12,2014,11
CA-2016-127208,"Stewart Carmichael",Corporate,South,"Office Supplies",Appliances,208.16,1,56.2032,0,27,2016-12-06,2016-06-15,2016,12
CA-2016-127208,"Stewart Carmichael",Corporate,South,"Office Supplies",Binders,16.74,3,8.0352,0,48.00000000000001,2016-12-06,2016-06-15,2016,12
CA-2014-139451,"Duane Noonan",Consumer,West,"Office Supplies",Art,14.9,5,4.172,0,27.999999999999996,2014-12-10,2014-10-16,2014,12
CA-2014-139451,"Duane Noonan",Consumer,West,"Office Supplies",Storage,21.39,1,6.2031,0,28.999999999999996,2014-12-10,2014-10-16,2014,12
CA-2015-149734,"Julie Creighton",Corporate,South,"Office Supplies",Envelopes,200.984,7,62.8075,0.2,31.25,2015-03-09,2015-08-09,2015,3
US-2017-119662,"Christopher Schild","Home Office",Central,"Office Supplies",Storage,230.376,3,-48.9549,0.2,-21.25,2017-11-13,2017-11-16,2017,11
CA-2017-140088,"Patrick O'Donnell",Consumer,South,Furniture,Chairs,301.96,2,33.2156,0,11.000000000000002,2017-05-28,2017-05-30,2017,5
CA-2017-155558,"Paul Gonzalez",Consumer,Central,Technology,Accessories,19.99,1,6.7966,0,34,2017-10-26,2017-02-11,2017,10
CA-2017-155558,"Paul Gonzalez",Consumer,Central,"Office Supplies",Labels,6.16,2,2.9568,0,48,2017-10-26,2017-02-11,2017,10
CA-2016-159695,"Gary Mitchum","Home Office",Central,"Office Supplies",Storage,158.368,7,13.8572,0.2,8.75,2016-05-04,2016-10-04,2016,5
CA-2016-109806,"Jim Sink",Corporate,West,"Office Supplies",Art,20.1,3,6.633,0,32.99999999999999,2016-09-17,2016-09-22,2016,9
CA-2016-109806,"Jim Sink",Corporate,West,Technology,Phones,73.584,2,8.2782,0.2,11.249999999999998,2016-09-17,2016-09-22,2016,9
CA-2016-109806,"Jim Sink",Corporate,West,"Office Supplies",Paper,6.48,1,3.1104,0,47.99999999999999,2016-09-17,2016-09-22,2016,9
CA-2015-149587,"Karl Braun",Consumer,Central,"Office Supplies",Paper,12.96,2,6.2208,0,47.99999999999999,2015-01-31,2015-05-02,2015,1
CA-2015-149587,"Karl Braun",Consumer,Central,Furniture,Furnishings,53.34,3,16.5354,0,30.999999999999993,2015-01-31,2015-05-02,2015,1
CA-2015-149587,"Karl Braun",Consumer,Central,"Office Supplies",Binders,32.96,2,16.1504,0,49.00000000000001,2015-01-31,2015-05-02,2015,1
US-2017-109484,"Roger Barcio","Home Office",West,"Office Supplies",Binders,5.682,1,-3.788,0.7,-66.66666666666666,2017-06-11,2017-12-11,2017,6
CA-2017-161018,"Parhena Norris","Home Office",East,Furniture,Furnishings,96.53,7,40.5426,0,42,2017-09-11,2017-11-11,2017,9
CA-2017-157833,"Katherine Ducich",Consumer,West,"Office Supplies",Binders,51.312,3,17.9592,0.2,35,2017-06-17,2017-06-20,2017,6
CA-2016-149223,"Elpida Rittenbach",Corporate,Central,"Office Supplies",Appliances,77.88,6,22.5852,0,29.000000000000004,2016-06-09,2016-11-09,2016,6
CA-2016-158568,"Rick Bensley","Home Office",Central,"Office Supplies",Paper,64.624,7,22.6184,0.2,35,2016-08-29,2016-02-09,2016,8
CA-2016-158568,"Rick Bensley","Home Office",Central,Technology,Accessories,95.976,3,-10.7973,0.2,-11.25,2016-08-29,2016-02-09,2016,8
CA-2016-129903,"Gary Zandusky",Consumer,Central,"Office Supplies",Paper,23.92,4,11.7208,0,49,2016-01-12,2016-04-12,2016,1
US-2015-156867,"Lena Cacioppo",Consumer,West,Technology,Accessories,238.896,6,-26.8758,0.2,-11.250000000000002,2015-11-13,2015-11-17,2015,11
US-2015-156867,"Lena Cacioppo",Consumer,West,Furniture,Furnishings,102.36,3,-3.8385,0.2,-3.75,2015-11-13,2015-11-17,2015,11
CA-2017-119004,"Janet Martin",Consumer,South,Technology,Accessories,74.112,8,17.6016,0.2,23.750000000000004,2017-11-23,2017-11-28,2017,11
CA-2017-119004,"Janet Martin",Consumer,South,Technology,Phones,27.992,1,2.0994,0.2,7.5,2017-11-23,2017-11-28,2017,11
CA-2017-119004,"Janet Martin",Consumer,South,"Office Supplies",Art,3.304,1,1.0738,0.2,32.50000000000001,2017-11-23,2017-11-28,2017,11
CA-2015-129476,"Pete Armstrong","Home Office",Central,Technology,Accessories,339.96,5,67.992,0.2,20.000000000000004,2015-10-15,2015-10-20,2015,10
CA-2017-146780,"Cynthia Voltz",Corporate,East,Furniture,Furnishings,41.96,2,10.9096,0,25.999999999999996,2017-12-25,2017-12-30,2017,12
CA-2016-128867,"Clay Ludtke",Consumer,Central,"Office Supplies",Art,75.96,2,22.788,0,30.000000000000004,2016-03-11,2016-10-11,2016,3
CA-2016-128867,"Clay Ludtke",Consumer,Central,"Office Supplies",Binders,27.24,6,13.3476,0,49.00000000000001,2016-03-11,2016-10-11,2016,3
CA-2014-115259,"Ryan Crowe",Consumer,East,"Office Supplies",Fasteners,40.096,14,14.5348,0.2,36.25000000000001,2014-08-25,2014-08-27,2014,8
CA-2014-115259,"Ryan Crowe",Consumer,East,"Office Supplies",Envelopes,4.72,2,1.652,0.2,35,2014-08-25,2014-08-27,2014,8
CA-2014-115259,"Ryan Crowe",Consumer,East,"Office Supplies",Paper,23.976,3,7.4925,0.2,31.25,2014-08-25,2014-08-27,2014,8
CA-2014-115259,"Ryan Crowe",Consumer,East,"Office Supplies",Envelopes,130.464,6,44.0316,0.2,33.75,2014-08-25,2014-08-27,2014,8
CA-2015-110457,"Dave Kipp",Consumer,West,Furniture,Tables,787.53,3,165.3813,0,21.000000000000004,2015-02-03,2015-06-03,2015,2
US-2015-136476,"Greg Guthrie",Corporate,South,"Office Supplies",Binders,157.794,1,-115.7156,0.7,-73.33333333333333,2015-05-04,2015-10-04,2015,5
CA-2016-103730,"Steven Cartwright",Consumer,East,Furniture,Furnishings,47.04,3,18.3456,0,39,2016-12-06,2016-06-15,2016,12
CA-2016-103730,"Steven Cartwright",Consumer,East,"Office Supplies",Binders,30.84,4,13.878,0,45,2016-12-06,2016-06-15,2016,12
CA-2016-103730,"Steven Cartwright",Consumer,East,"Office Supplies",Storage,226.56,6,63.4368,0,27.999999999999996,2016-12-06,2016-06-15,2016,12
CA-2016-103730,"Steven Cartwright",Consumer,East,"Office Supplies",Envelopes,115.02,9,51.759,0,45,2016-12-06,2016-06-15,2016,12
CA-2016-103730,"Steven Cartwright",Consumer,East,Technology,Phones,68.04,7,19.7316,0,28.999999999999996,2016-12-06,2016-06-15,2016,12
US-2014-152030,"Alan Dominguez","Home Office",Central,Furniture,Chairs,600.558,3,-8.5794,0.3,-1.4285714285714286,2014-12-26,2014-12-28,2014,12
US-2014-134614,"Philip Fox",Consumer,Central,Furniture,Tables,617.7,6,-407.682,0.5,-66,2014-09-20,2014-09-25,2014,9
US-2017-107272,"Troy Staebel",Consumer,West,"Office Supplies",Binders,2.388,2,-1.8308,0.7,-76.66666666666667,2017-05-11,2017-12-11,2017,5
US-2017-107272,"Troy Staebel",Consumer,West,"Office Supplies",Storage,243.992,7,30.499,0.2,12.5,2017-05-11,2017-12-11,2017,5
US-2016-125969,"Lindsay Shagiari","Home Office",West,Furniture,Chairs,81.424,2,-9.1602,0.2,-11.249999999999998,2016-06-11,2016-10-11,2016,6
US-2016-125969,"Lindsay Shagiari","Home Office",West,Furniture,Furnishings,238.56,3,26.2416,0,10.999999999999998,2016-06-11,2016-10-11,2016,6
US-2017-164147,"Dorothy Wardle",Corporate,East,Technology,Phones,59.97,5,-11.994,0.4,-20,2017-02-02,2017-05-02,2017,2
US-2017-164147,"Dorothy Wardle",Corporate,East,"Office Supplies",Paper,78.304,2,29.364,0.2,37.5,2017-02-02,2017-05-02,2017,2
US-2017-164147,"Dorothy Wardle",Corporate,East,"Office Supplies",Fasteners,21.456,9,6.9732,0.2,32.5,2017-02-02,2017-05-02,2017,2
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Paper,20.04,3,9.6192,0,48,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Paper,35.44,1,16.6568,0,47,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Art,11.52,4,3.456,0,30,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Fasteners,4.02,2,1.9698,0,49.00000000000001,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Binders,76.176,3,26.6616,0.2,35,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,"Office Supplies",Supplies,65.88,6,18.4464,0,28.000000000000004,2016-10-13,2016-10-19,2016,10
CA-2016-145583,"Lena Creighton",Consumer,West,Furniture,Furnishings,43.12,14,20.6976,0,48.00000000000001,2016-10-13,2016-10-19,2016,10
CA-2016-110366,"Jonathan Doherty",Corporate,East,Furniture,Furnishings,82.8,2,10.35,0.2,12.5,2016-05-09,2016-07-09,2016,5
CA-2017-106180,"Sally Hughsby",Corporate,West,"Office Supplies",Art,8.82,3,2.3814,0,27,2017-09-18,2017-09-23,2017,9
CA-2017-106180,"Sally Hughsby",Corporate,West,"Office Supplies",Envelopes,10.86,3,5.1042,0,47,2017-09-18,2017-09-23,2017,9
CA-2017-106180,"Sally Hughsby",Corporate,West,"Office Supplies",Paper,143.7,3,68.976,0,48.00000000000001,2017-09-18,2017-09-23,2017,9
CA-2017-155376,"Sandra Glassco",Consumer,Central,"Office Supplies",Appliances,839.43,3,218.2518,0,26,2017-12-22,2017-12-27,2017,12
CA-2015-110744,"Helen Andreada",Consumer,West,"Office Supplies",Storage,671.93,7,20.1579,0,3.0000000000000004,2015-07-09,2015-12-09,2015,7
CA-2014-110072,"Maureen Gastineau","Home Office",East,Furniture,Furnishings,93.888,4,12.9096,0.2,13.749999999999998,2014-10-22,2014-10-28,2014,10
CA-2016-114489,"Justin Ellison",Corporate,Central,Technology,Phones,384.45,11,103.8015,0,27,2016-05-12,2016-09-12,2016,5
CA-2016-114489,"Justin Ellison",Corporate,Central,Technology,Phones,149.97,3,5.9988,0,4,2016-05-12,2016-09-12,2016,5
CA-2016-114489,"Justin Ellison",Corporate,Central,Furniture,Chairs,1951.84,8,585.552,0,30.000000000000004,2016-05-12,2016-09-12,2016,5
CA-2016-114489,"Justin Ellison",Corporate,Central,"Office Supplies",Binders,171.55,5,80.6285,0,47,2016-05-12,2016-09-12,2016,5
CA-2016-158834,"Tamara Willingham","Home Office",West,"Office Supplies",Appliances,157.92,5,17.766,0.2,11.25,2016-03-13,2016-03-16,2016,3
CA-2016-158834,"Tamara Willingham","Home Office",West,Technology,Phones,203.184,2,15.2388,0.2,7.5,2016-03-13,2016-03-16,2016,3
CA-2015-124919,"Stephanie Phelps",Corporate,West,"Office Supplies",Paper,58.38,7,26.271,0,45,2015-05-31,2015-02-06,2015,5
CA-2015-124919,"Stephanie Phelps",Corporate,West,"Office Supplies",Paper,105.52,4,48.5392,0,46,2015-05-31,2015-02-06,2015,5
CA-2015-124919,"Stephanie Phelps",Corporate,West,"Office Supplies",Storage,80.88,6,21.0288,0,26,2015-05-31,2015-02-06,2015,5
CA-2015-118948,"Neil Knudson","Home Office",West,"Office Supplies",Art,6.63,3,1.7901,0,27,2015-05-28,2015-03-06,2015,5
CA-2014-104269,"Dave Brooks",Consumer,West,Furniture,Chairs,457.568,2,51.4764,0.2,11.25,2014-01-03,2014-06-03,2014,1
CA-2016-114104,"Nora Paige",Consumer,Central,"Office Supplies",Labels,14.62,2,6.8714,0,47,2016-11-20,2016-11-24,2016,11
CA-2016-114104,"Nora Paige",Consumer,Central,Technology,Phones,944.93,7,236.2325,0,25,2016-11-20,2016-11-24,2016,11
CA-2016-162733,"Ted Trevino",Consumer,West,"Office Supplies",Paper,5.98,1,2.691,0,44.99999999999999,2016-11-05,2016-12-05,2016,11
CA-2015-119697,"Eric Murdock",Consumer,East,Technology,Accessories,54.384,2,1.3596,0.2,2.5,2015-12-28,2015-12-31,2015,12
CA-2016-154508,"Ruben Dartt",Consumer,West,"Office Supplies",Envelopes,28.4,5,13.348,0,47,2016-11-16,2016-11-20,2016,11
CA-2016-113817,"Max Jones",Consumer,West,"Office Supplies",Binders,27.68,2,9.688,0.2,35,2016-07-11,2016-11-11,2016,7
CA-2014-139892,"Becky Martin",Consumer,Central,"Office Supplies",Art,9.936,3,2.7324,0.2,27.500000000000004,2014-08-09,2014-12-09,2014,8
CA-2014-139892,"Becky Martin",Consumer,Central,Technology,Machines,8159.952,8,-1359.992,0.4,-16.666666666666664,2014-08-09,2014-12-09,2014,8
CA-2014-139892,"Becky Martin",Consumer,Central,"Office Supplies",Storage,275.928,3,-58.6347,0.2,-21.250000000000004,2014-08-09,2014-12-09,2014,8
CA-2014-139892,"Becky Martin",Consumer,Central,Furniture,Chairs,1740.06,9,-24.858,0.3,-1.4285714285714286,2014-08-09,2014-12-09,2014,8
CA-2014-139892,"Becky Martin",Consumer,Central,"Office Supplies",Art,32.064,6,6.8136,0.2,21.25,2014-08-09,2014-12-09,2014,8
CA-2014-139892,"Becky Martin",Consumer,Central,Technology,Phones,143.976,3,8.9985,0.2,6.25,2014-08-09,2014-12-09,2014,8
CA-2014-118962,"Chad Sievert",Consumer,West,"Office Supplies",Paper,20.94,3,9.8418,0,46.99999999999999,2014-05-08,2014-09-08,2014,5
CA-2014-118962,"Chad Sievert",Consumer,West,"Office Supplies",Paper,110.96,2,53.2608,0,48.00000000000001,2014-05-08,2014-09-08,2014,5
CA-2014-118962,"Chad Sievert",Consumer,West,Furniture,Chairs,340.144,7,21.259,0.2,6.25,2014-05-08,2014-09-08,2014,5
US-2014-100853,"Jennifer Braxton",Corporate,Central,"Office Supplies",Labels,20.16,4,6.552,0.2,32.49999999999999,2014-09-14,2014-09-19,2014,9
US-2015-101511,"Joel Eaton",Consumer,East,Furniture,Chairs,396.802,7,-11.3372,0.3,-2.8571428571428568,2015-11-21,2015-11-23,2015,11
US-2015-101511,"Joel Eaton",Consumer,East,"Office Supplies",Supplies,15.88,5,-3.7715,0.2,-23.75,2015-11-21,2015-11-23,2015,11
CA-2015-137225,"Jim Kriz","Home Office",East,"Office Supplies",Art,3.28,1,1.4104,0,43.00000000000001,2015-12-15,2015-12-19,2015,12
CA-2014-166191,"David Kendrick",Corporate,Central,"Office Supplies",Storage,24.816,2,1.8612,0.2,7.5,2014-05-12,2014-09-12,2014,5
CA-2014-166191,"David Kendrick",Corporate,Central,Technology,Accessories,408.744,7,76.6395,0.2,18.749999999999996,2014-05-12,2014-09-12,2014,5
CA-2014-158274,"Robert Marley","Home Office",South,Technology,Phones,503.96,4,131.0296,0,26,2014-11-19,2014-11-24,2014,11
CA-2014-158274,"Robert Marley","Home Office",South,Technology,Phones,149.95,5,41.986,0,28.000000000000004,2014-11-19,2014-11-24,2014,11
CA-2014-158274,"Robert Marley","Home Office",South,Technology,Accessories,29,2,7.25,0,25,2014-11-19,2014-11-24,2014,11
CA-2016-105018,"Sally Knutson",Consumer,East,"Office Supplies",Binders,7.16,2,3.4368,0,48,2016-11-28,2016-02-12,2016,11
CA-2014-123260,"Frank Merwin","Home Office",West,Technology,Accessories,176.8,8,22.984,0,13,2014-08-26,2014-08-30,2014,8
CA-2016-157000,"Alice McCarthy",Corporate,Central,"Office Supplies",Storage,37.224,3,3.7224,0.2,10,2016-07-16,2016-07-22,2016,7
CA-2016-157000,"Alice McCarthy",Corporate,Central,"Office Supplies",Paper,20.016,3,6.255,0.2,31.25,2016-07-16,2016-07-22,2016,7
CA-2015-102281,"Mark Packer","Home Office",East,Furniture,Bookcases,899.136,4,112.392,0.2,12.5,2015-12-10,2015-10-14,2015,12
CA-2015-102281,"Mark Packer","Home Office",East,Technology,Phones,71.76,6,20.0928,0,27.999999999999996,2015-12-10,2015-10-14,2015,12
CA-2015-102281,"Mark Packer","Home Office",East,"Office Supplies",Paper,51.84,8,24.8832,0,47.99999999999999,2015-12-10,2015-10-14,2015,12
CA-2015-102281,"Mark Packer","Home Office",East,Furniture,Bookcases,626.352,3,46.9764,0.2,7.5,2015-12-10,2015-10-14,2015,12
CA-2015-102281,"Mark Packer","Home Office",East,"Office Supplies",Art,19.9,5,6.567,0,33,2015-12-10,2015-10-14,2015,12
CA-2015-131457,"Mary Zewe",Corporate,West,"Office Supplies",Envelopes,14.28,7,6.7116,0,47,2015-10-31,2015-06-11,2015,10
